case,cut_ch4_min_mole_fraction,cut_start_time_s,cut_end_time_s,cut_duration_s,cut_product_methane_mole_fraction,cut_methane_recovery_percent,cut_product_h2_kmol,cut_product_ch4_kmol,all_desorption_product_methane_mole_fraction,all_methane_recovery_percent,cycle_time_s
velocity_0p100_cut_85,0.85,3.142885226187078,15.55005537519444,12.40717014900736,0.8924584307498444,48.54873405104516,0.005900716805285651,0.04896845468280957,0.7650235166424398,87.05212637773819,76.80821850546593
