case,purge_fraction,adsorption_velocity_m_per_s,desorption_velocity_m_per_s,adsorption_breakthrough_threshold,desorption_residual_loading_threshold,adsorption_end_time_s,desorption_end_time_s,cycle_time_s,feed_methane_mole_fraction_h2_ch4,desorption_product_methane_mole_fraction,methane_enrichment_factor,methane_desorption_recovery_percent,hydrogen_contamination_in_desorption_product_kmol,desorption_product_h2_kmol,desorption_product_ch4_kmol
velocity_0p050,0.1,0.05,0.07500000000000001,0.05,0.01,97.42929569003837,122.07500779348885,219.50430348352722,0.6258991136376638,0.7667291836038734,1.225004424671125,85.61779393380019,0.07606137216125891,0.07606137216125891,0.2500032995210146
velocity_0p075,0.1,0.075,0.1125,0.05,0.01,52.442519583048266,66.44261653477795,118.88513611782622,0.6258991136376639,0.7659346616149116,1.2237350156375442,86.31463761652934,0.041457730774104674,0.041457730774104674,0.13566260263424343
velocity_0p100,0.1,0.1,0.15000000000000002,0.05,0.01,33.65474817345779,43.15347033200815,76.80821850546593,0.6258991136376639,0.7650235166424398,1.222279277879463,87.05212637773819,0.026969164203904356,0.026969164203904356,0.08780472218057175
velocity_0p150,0.1,0.15,0.225,0.05,0.01,17.869725421408788,23.491750613760008,41.36147603516879,0.6258991136376639,0.7629065819140209,1.2188970479285122,88.52218217775554,0.014733647344801645,0.014733647344801645,0.04740914625842976
velocity_0p200,0.1,0.2,0.30000000000000004,0.05,0.01,11.3265834729846,15.263637449397928,26.590220922382528,0.6258991136376639,0.7604551182759539,1.2149803406115465,89.87582123880581,0.009610528131339323,0.009610528131339323,0.0305094195885647
