case,purge_fraction,adsorption_velocity_m_per_s,desorption_velocity_m_per_s,adsorption_breakthrough_threshold,desorption_residual_loading_threshold,adsorption_end_time_s,desorption_end_time_s,cycle_time_s,feed_methane_mole_fraction_h2_ch4,desorption_product_methane_mole_fraction,methane_enrichment_factor,methane_desorption_recovery_percent,hydrogen_contamination_in_desorption_product_kmol,desorption_product_h2_kmol,desorption_product_ch4_kmol
tower1_velocity_0p10_pressure_ratio_15,0.05,0.1,0.07500000000000001,0.02,0.05,33.14811699126982,338.00909957003006,371.1572165612999,0.6258991136376639,0.6537903307438074,1.044561841514749,7.980392467586646,0.004198324049814241,0.004198324049814241,0.007928212042704634
