time_s,position_m,C_H2,C_CH4,q_H2,q_CH4,u
0.0,0.024229772522416048,0.0038311727502092275,0.021426337668375935,2.4955782561293455e-06,0.00033017983295938305,0.0
0.0,0.048459545044832096,0.0038314911892012387,0.0206614459405625,2.5002480923381336e-06,0.0003189628671113467,0.0
0.0,0.07268931756724815,0.0038318239840576308,0.019862071448810366,2.505146355688422e-06,0.0003071972194682915,0.0
0.0,0.09691909008966419,0.00383216975934074,0.019031518003394945,2.510255160341229e-06,0.00029492585195326496,0.0
0.0,0.12114886261208024,0.003832526976560086,0.018173481067474153,2.515553997013404e-06,0.00028219802800078057,0.0
0.0,0.1453786351344963,0.003832893950647869,0.017292008182116774,2.521019898233397e-06,0.0002690689156110597,0.0
0.0,0.16960840765691235,0.0038332688672005582,0.016391457552753612,2.526627619180418e-06,0.0002555991529740016,0.0
0.0,0.19383818017932838,0.0038336498003038125,0.01547645523263039,2.5323498337636367e-06,0.00024185437748532854,0.0
0.0,0.21806795270174445,0.0038340347309118094,0.014551850977063237,2.5381573477447843e-06,0.00022790471382594856,0.0
0.0,0.2422977252241605,0.0038344215658869625,0.01362267250828365,2.5440193326921275e-06,0.00021382421200209922,0.0
0.0,0.2665274977465765,0.0038348081579277016,0.012694077650681222,2.549903586219558e-06,0.00019969022225068404,0.0
0.0,0.2907572702689926,0.0038351923266903487,0.011771303594444189,2.5557768251289873e-06,0.0001855826909083402,0.0
0.0,0.31498704279140866,0.003835571881458414,0.010859612444419032,2.5616050185783384e-06,0.00017158336014010976,0.0
0.0,0.3392168153138247,0.003835944645700714,0.009964232231576726,2.567353768052307e-06,0.0001577748552472955,0.0
0.0,0.3634465878362407,0.0038363084837933826,0.00909029272595397,2.5729887395565185e-06,0.00014423964653393793,0.0
0.0,0.38767636035865677,0.0038366613300496355,0.008242755707556032,2.578476150939749e-06,0.00013105887875636943,0.0
0.0,0.41190613288107286,0.003837001219999189,0.007426339833570888,2.5837833134812317e-06,0.00011831107022811862,0.0
0.0,0.4361359054034889,0.0038373263235915883,0.006645440882423359,2.5888792218695113e-06,0.00010607069568728624,0.0
0.0,0.4603656779259049,0.003837634979675324,0.005904048935972205,2.593735180599583e-06,9.440668168950286e-05,0.0
0.0,0.484595450448321,0.0038379257307374634,0.005205664935248765,2.598325447965391e-06,8.338085973715308e-05,0.0
0.0,0.5088252229707371,0.0038381973565171606,0.004553219939218946,2.6026278718053617e-06,7.304643921761091e-05,0.0
0.0,0.533054995493153,0.0038384489047710046,0.003949001228114508,2.6066244847711045e-06,6.344657757036141e-05,0.0
0.0,0.5572847680155691,0.0038386797172121007,0.0033945899971247265,2.610302022116546e-06,5.4613136559917996e-05,0.0
0.0,0.5815145405379852,0.0038388894485405813,0.002890815645689707,2.6136523229248436e-06,4.6565718533514344e-05,0.0
0.0,0.6057443130604012,0.003839078076569714,0.0024377314548452594,2.616672577271263e-06,3.931107274179699e-05,0.0
0.0,0.6299740855828173,0.0038392459017755,0.002034615669039658,2.6193653877408584e-06,3.284294758017133e-05,0.0
0.0,0.6542038581052333,0.003839393535166672,0.0016800006340319208,2.621738624125408e-06,2.7142439615403622e-05,0.0
0.0,0.6784336306276494,0.0038395218741564445,0.001371730752449295,2.6238050644621182e-06,2.217885581799185e-05,0.0
0.0,0.7026634031500655,0.003839632067057811,0.0011070477664529654,2.625581832546803e-06,1.791106466291e-05,0.0
0.0,0.7268931756724814,0.0038397254678057898,0.0008826995154553232,2.6270896596908406e-06,1.4289269395882805e-05,0.0
0.0,0.7511229481948974,0.003839803583410224,0.0006950661553495505,2.628352014460328e-06,1.125709840497333e-05,0.0
0.0,0.7753527207173135,0.0038398680173277154,0.0005402961779471743,2.629394156128402e-06,8.753878829866431e-06,0.0
0.0,0.7995824932397296,0.003839920412309545,0.00041444369210341854,2.6302421737695115e-06,6.716944659139717e-06,0.0
0.0,0.8238122657621457,0.0038399623962616903,0.0003135984662702976,2.630922072370685e-06,5.08383188836247e-06,0.0
0.0,0.8480420382845617,0.0038399955342611,0.0002340011853726009,2.6314589601760112e-06,3.794230515491597e-06,0.0
0.0,0.8722718108069778,0.00384002128915397,0.00017213809465354906,2.631876378897687e-06,2.7915933701968525e-06,0.0
0.0,0.8965015833293939,0.003840040992236161,0.00012481142403448613,2.632195802418916e-06,2.0243402236169836e-06,0.0
0.0,0.9207313558518098,0.0038400558245214053,8.918438103600705e-05,2.6324363125579533e-06,1.4466365973665492e-06,0.0
0.0,0.9449611283742259,0.003840066808168792,6.280174354813083e-05,2.632614444649327e-06,1.0187646736927014e-06,0.0
0.0,0.969190900896642,0.0038400748068766993,4.358891148683373e-05,2.6327441829437258e-06,7.071343392804039e-07,0.0
0.0,0.993420673419058,0.0038400805335364295,2.9833523366929063e-05,2.6328370772330164e-06,4.840030490625094e-07,0.0
0.0,1.0176504459414741,0.0038400845631795483,2.0154356512991807e-05,2.6329024479636934e-06,3.269831411250066e-07,0.0
0.0,1.04188021846389,0.0038400873492442904,1.3462255005932322e-05,2.6329476470375494e-06,2.184153919269819e-07,0.0
0.0,1.066109990986306,0.003840089241370184,8.917387085507009e-06,2.6329783446395554e-06,1.446800551024303e-07,0.0
