time_s,position_m,C_H2,C_CH4,q_H2,q_CH4,u
0.0,0.011870224362569322,0.004024104309166897,0.022492075127020752,2.4956900821607613e-06,0.0003301798141314068,0.0
0.0,0.023740448725138644,0.004024742262305748,0.020959775322172653,2.5046139310006035e-06,0.0003087456301062161,0.0
0.0,0.03561067308770797,0.004025365116913091,0.01946374039854403,2.513385805968661e-06,0.0002876764676907778,0.0
0.0,0.04748089745027729,0.0040259715488849875,0.018007150712313333,2.5219832113639124e-06,0.00026702635908168297,0.0
0.0,0.0593511218128466,0.004026560201345524,0.016593265335725232,2.53038272640346e-06,0.00024685155845853194,0.0
0.0,0.07122134617541594,0.004027129697284623,0.015225391704303185,2.538560199362755e-06,0.00022721007568992507,0.0
0.0,0.08309157053798526,0.004027678655520075,0.013906847277570794,2.5464910020381015e-06,0.000208161065151077,0.0
0.0,0.09496179490055458,0.004028205710214652,0.012640912662286832,2.5541503495928623e-06,0.0001897640574979209,0.0
0.0,0.1068320192631239,0.004028709534044338,0.011430775964076201,2.5615136885671576e-06,0.0001720780277181866,0.0
0.0,0.1187022436256932,0.004029188864929874,0.010279468583015358,2.5685571525230927e-06,0.00015516030072989509,0.0
0.0,0.13057246798826255,0.00402964253599392,0.009189793259066015,2.5752580803885337e-06,0.00013906530638119029,0.0
0.0,0.14244269235083187,0.00403006950810817,0.008164245897699469,2.5815955871092344e-06,0.0001238432088089696,0.0
0.0,0.15431291671340117,0.004030468904047013,0.0072049335368058656,2.5875511699260537e-06,0.00010953845022612496,0.0
0.0,0.16618314107597051,0.004030840042896714,0.006313491699048501,2.593109326882132e-06,9.618826532851111e-05,0.0
0.0,0.17805336543853983,0.0040311824730149,0.00549100522566957,2.598258157675535e-06,8.382123810036162e-05,0.0
0.0,0.18992358980110916,0.004031496001540045,0.00473793739711761,2.6029899115556484e-06,7.24559858092449e-05,0.0
0.0,0.20179381416367848,0.004031780718268135,0.004054072581956345,2.607301443604517e-06,6.210006304397345e-05,0.0
0.0,0.2136640385262478,0.0040320370117033644,0.003438477684169414,2.611194540448022e-06,5.274917936365354e-05,0.0
0.0,0.2255342628888171,0.004032265575292488,0.0028894871663331743,2.614676080026413e-06,4.438681551326547e-05,0.0
0.0,0.2374044872513864,0.0040324674023044,0.002404715346958775,2.617757997963298e-06,3.698430416790428e-05,0.0
0.0,0.24927471161395579,0.00403264376850306,0.001981098015345242,2.620457045156966e-06,3.0501412138083347e-05,0.0
0.0,0.2611449359765251,0.00403279620264927,0.0016149632822082115,2.6227943366369153e-06,2.4887423938247253e-05,0.0
0.0,0.2730151603390944,0.004032926445859978,0.0013021291922819848,2.6247947089291195e-06,2.0082685301957148e-05,0.0
0.0,0.28488538470166375,0.0040330364018460844,0.001038023247525032,2.626485920086835e-06,1.6020524606792993e-05,0.0
0.0,0.29675560906423304,0.004033128080898875,0.0008178169451689677,2.6278977408773755e-06,1.2629435740383675e-05,0.0
0.0,0.30862583342680233,0.004033203541084192,0.0006365670227909902,2.629060995295466e-06,9.835382688695633e-06,0.0
0.0,0.32049605778937174,0.004033264830337127,0.000489354542580341,2.6300066121453094e-06,7.564077549310069e-06,0.0
0.0,0.33236628215194103,0.004033313932987754,0.0003714133315534029,2.63076474637686e-06,5.743091009559326e-06,0.0
0.0,0.3442365065145103,0.004033352723720917,0.00027824056687350156,2.6313640197151465e-06,4.303676301660917e-06,0.0
0.0,0.35610673087707967,0.004033382931154246,0.0002056842597903603,2.6318309163504034e-06,3.182220721525262e-06,0.0
0.0,0.36797695523964896,0.004033406112234996,0.00015000475340319,2.632189353161625e-06,2.3212779367081133e-06,0.0
0.0,0.3798471796022183,0.004033423637647367,0.00010790977457025795,2.632460427427549e-06,1.6701739863690516e-06,0.0
