time_s,position_m,C_H2,C_CH4,q_H2,q_CH4,u
0.0,0.018389272508790612,0.004024114807387535,0.02250304838654525,2.495698862800191e-06,0.0003301796896382244,0.0
0.0,0.036778545017581224,0.004024655599447696,0.021204127245636244,2.5032582420668874e-06,0.0003120229191517368,0.0
0.0,0.055167817526371836,0.004025193105738623,0.019913098132401566,2.5108152117809834e-06,0.0002938719358956011,0.0
0.0,0.07355709003516245,0.004025725543370389,0.018634243345800994,2.5183440681656088e-06,0.00027578847741592435,0.0
0.0,0.09194636254395305,0.00402625110644489,0.01737190044866036,2.5258181970228765e-06,0.0002578364679880794,0.0
0.0,0.11033563505274367,0.004026767972987686,0.01613044561585434,2.533210168009104e-06,0.00024008179217722175,0.0
0.0,0.1287249075615343,0.004027274314153518,0.014914271526377795,2.5404918708108765e-06,0.00022259196776092303,0.0
0.0,0.1471141800703249,0.0040277683061254585,0.01372775878223489,2.547634700960165e-06,0.00020543569942240325,0.0
0.0,0.16550345257911553,0.00402824814508013,0.012575239962342537,2.5546098023036175e-06,0.0001886822963664763,0.0
0.0,0.1838927250879061,0.004028712065501181,0.011460955636993366,2.5613883717106573e-06,0.00017240094044669533,0.0
0.0,0.20228199759669674,0.004029158361982755,0.010389001998130296,2.56794202930412e-06,0.00015665979691377387,0.0
0.0,0.22067127010548734,0.004029585414476522,0.009363270219106799,2.574243254198967e-06,0.00014152496782135105,0.0
0.0,0.23906054261427798,0.004029991716686988,0.008387378252552384,2.580265881367016e-06,0.0001270592986138501,0.0
0.0,0.2574498151230686,0.0040303759070175315,0.00746459649982454,2.585985649858266e-06,0.00011332106136034827,0.0
0.0,0.2758390876318592,0.004030736801128091,0.006597769613271564,2.5913807864098757e-06,0.00010036255299353361,0.0
0.0,0.2942283601406498,0.0040310734247947745,0.005789237570208665,2.5964326018607784e-06,8.822866278876633e-05,0.0
0.0,0.3126176326494404,0.004031385045414141,0.005040760003395041,2.601126071400382e-06,7.695547867231295e-05,0.0
0.0,0.33100690515823106,0.0040316712001989,0.004353448477962798,2.6054503643317365e-06,6.656901478950003e-05,0.0
0.0,0.34939617766702163,0.004031931718931084,0.003727711841130847,2.6093992856941996e-06,5.708415077634898e-05,0.0
