case,purge_fraction,adsorption_velocity_m_per_s,desorption_velocity_m_per_s,adsorption_breakthrough_threshold,desorption_residual_loading_threshold,adsorption_end_time_s,desorption_end_time_s,cycle_time_s,feed_methane_mole_fraction_h2_ch4,desorption_product_methane_mole_fraction,methane_enrichment_factor,methane_desorption_recovery_percent,hydrogen_contamination_in_desorption_product_kmol,desorption_product_h2_kmol,desorption_product_ch4_kmol
pressure_15bar_1bar,0.1,0.15,0.225,0.05,0.01,17.869725421408788,23.491750613760008,41.36147603516879,0.6258991136376639,0.7629065819140209,1.2188970479285122,88.52218217775554,0.014733647344801645,0.014733647344801645,0.04740914625842976
