time_s,position_m,C_H2,C_CH4,q_H2,q_CH4,u
0.0,0.007988399685313527,0.0,0.0,0.0,0.0,0.0
0.0,0.015976799370627053,0.0,0.0,0.0,0.0,0.0
0.0,0.02396519905594058,0.0,0.0,0.0,0.0,0.0
0.0,0.031953598741254106,0.0,0.0,0.0,0.0,0.0
0.0,0.039941998426567635,0.0,0.0,0.0,0.0,0.0
0.0,0.04793039811188116,0.0,0.0,0.0,0.0,0.0
0.0,0.055918797797194685,0.0,0.0,0.0,0.0,0.0
0.0,0.06390719748250821,0.0,0.0,0.0,0.0,0.0
0.0,0.07189559716782175,0.0,0.0,0.0,0.0,0.0
0.0,0.07988399685313527,0.0,0.0,0.0,0.0,0.0
0.0,0.08787239653844879,0.0,0.0,0.0,0.0,0.0
0.0,0.09586079622376233,0.0,0.0,0.0,0.0,0.0
0.0,0.10384919590907585,0.0,0.0,0.0,0.0,0.0
0.0,0.11183759559438937,0.0,0.0,0.0,0.0,0.0
0.0,0.1198259952797029,0.0,0.0,0.0,0.0,0.0
0.0,0.12781439496501643,0.0,0.0,0.0,0.0,0.0
0.0,0.13580279465032993,0.0,0.0,0.0,0.0,0.0
0.0,0.1437911943356435,0.0,0.0,0.0,0.0,0.0
0.0,0.151779594020957,0.0,0.0,0.0,0.0,0.0
0.0,0.15976799370627054,0.0,0.0,0.0,0.0,0.0
0.0,0.16775639339158407,0.0,0.0,0.0,0.0,0.0
0.0,0.17574479307689758,0.0,0.0,0.0,0.0,0.0
0.0,0.18373319276221112,0.0,0.0,0.0,0.0,0.0
0.0,0.19172159244752465,0.0,0.0,0.0,0.0,0.0
0.0,0.19970999213283816,0.0,0.0,0.0,0.0,0.0
0.0,0.2076983918181517,0.0,0.0,0.0,0.0,0.0
0.0,0.21568679150346523,0.0,0.0,0.0,0.0,0.0
0.0,0.22367519118877874,0.0,0.0,0.0,0.0,0.0
0.0,0.23166359087409227,0.0,0.0,0.0,0.0,0.0
0.0,0.2396519905594058,0.0,0.0,0.0,0.0,0.0
0.0,0.24764039024471932,0.0,0.0,0.0,0.0,0.0
0.0,0.25562878993003285,0.0,0.0,0.0,0.0,0.0
0.0,0.2636171896153464,0.0,0.0,0.0,0.0,0.0
0.0,0.27160558930065987,0.0,0.0,0.0,0.0,0.0
