time_s,position_m,C_H2,C_CH4,q_H2,q_CH4,u
0.0,0.005001529323783714,0.03957271336783838,0.022106185810441967,2.4863497243694234e-05,0.0003301797691311492,0.0
0.0,0.010003058647567427,0.039579004456662695,0.020589250038097886,2.4952798946377417e-05,0.0003086467932355884,0.0
0.0,0.01500458797135114,0.03958513057981129,0.019112095094760476,2.5040366328757226e-05,0.0002875320619042229,0.0
0.0,0.020006117295134854,0.039591080128792734,0.01767752017496278,2.5125991219357384e-05,0.0002668857729776676,0.0
0.0,0.025007646618918567,0.03959684130064884,0.016288371336610603,2.520945864482636e-05,0.0002467597639787958,0.0
0.0,0.03000917594270228,0.03960240222564738,0.014947510704661264,2.5290548853391653e-05,0.0002272070240871283,0.0
0.0,0.035010705266485996,0.03960775112202409,0.01365777915216274,2.536903984604698e-05,0.00020828108367829077,0.0
0.0,0.04001223459026971,0.0396128764786807,0.012421952240310256,2.544471044125973e-05,0.00019003527521508308,0.0
0.0,0.04501376391405342,0.0396177672655221,0.011242689494237736,2.551734387739324e-05,0.00017252186448495516,0.0
0.0,0.050015293237837134,0.03962241316950608,0.010122477479798074,2.5586731928022628e-05,0.00015579105817698535,0.0
0.0,0.05501682256162084,0.03962680485248345,0.00906356762743492,2.5652679468897763e-05,0.00013988990257596707,0.0
0.0,0.06001835188540456,0.039630934224581,0.00806791030966695,2.5715009392395878e-05,0.00012486109849872874,0.0
0.0,0.06501988120918828,0.03963479472434575,0.007137087290999957,2.577356771801882e-05,0.00011074176900162055,0.0
0.0,0.07002141053297199,0.03963838159429733,0.006272245288115986,2.5828228699278235e-05,9.756222801179374e-05,0.0
0.0,0.07502293985675569,0.039641692138200554,0.0054740339408767035,2.5878899683049924e-05,8.534480870543621e-05,0.0
0.0,0.08002446918053942,0.039644725944598065,0.004742551922817091,2.592552544319176e-05,7.410281872120334e-05,0.0
0.0,0.08502599850432313,0.03964748506028076,0.00407730512675446,2.5968091692533604e-05,6.383969355590976e-05,0.0
0.0,0.09002752782810684,0.039649974097775084,0.003477180763257807,2.6006627482625255e-05,5.454841821090117e-05,0.0
0.0,0.09502905715189056,0.03965220026287737,0.0029404407414034624,2.6041206233770028e-05,4.621127916094282e-05,0.0
0.0,0.10003058647567427,0.03965417329185512,0.002464736831877157,2.607194520101758e-05,3.879999348279521e-05,0.0
0.0,0.10503211579945798,0.03965590529313256,0.0020471488618229177,2.6099003273273984e-05,3.227623991800276e-05,0.0
0.0,0.11003364512324168,0.03965741049471125,0.0016842456386039545,2.6122577116288056e-05,2.6592589248547985e-05,0.0
0.0,0.1150351744470254,0.03965870490567889,0.001372166585233864,2.6142895795440292e-05,2.1693801181653475e-05,0.0
0.0,0.12003670377080912,0.03965980590718334,0.0011067203799329315,2.616021413716155e-05,1.751842531055366e-05,0.0
0.0,0.12503823309459283,0.03966073179428704,0.0008834954340373823,2.617480519323402e-05,1.400061830177206e-05,0.0
0.0,0.13003976241837656,0.03966150129439792,0.000697976012090402,2.6186952246216774e-05,1.1072071628393553e-05,0.0
0.0,0.13504129174216026,0.03966213308985954,0.0005456573430697659,2.6196940826543223e-05,8.663936388514169e-06,0.0
0.0,0.14004282106594398,0.03966264537149606,0.00042215326253544584,2.620505119800163e-05,6.7086350945116105e-06,0.0
0.0,0.14504435038972768,0.039663055446531426,0.0003232907392544858,2.621155171053892e-05,5.141464256539541e-06,0.0
0.0,0.15004587971351138,0.03966337941881723,0.00024518696377690094,2.6216693326124602e-05,3.9019140632320436e-06,0.0
0.0,0.1550474090372951,0.03966363195244809,0.000184306328537119,2.622070550790519e-05,2.934659316056074e-06,0.0
0.0,0.16004893836107884,0.03966382612253785,0.00013749639202052994,2.6223793540390207e-05,2.1902053086024712e-06,0.0
0.0,0.16505046768486253,0.03966397335003842,0.00010200357917337814,2.6226137233731197e-05,1.6251999896728895e-06,0.0
0.0,0.17005199700864626,0.03966408341176657,7.547074985593821e-05,2.6227890870277235e-05,1.2024466217451096e-06,0.0
0.0,0.17505352633242996,0.03966416451271981,5.5919750914287156e-05,2.622918418416278e-05,8.906673983430147e-07,0.0
0.0,0.1800550556562137,0.03966422340551346,4.17226093889283e-05,2.6230124127557236e-05,6.640774296244425e-07,0.0
0.0,0.1850565849799974,0.03966426554127537,3.156514350148134e-05,2.6230797168843707e-05,5.018305166528291e-07,0.0
0.0,0.1900581143037811,0.03966429523730676,2.4406533256026053e-05,2.6231271883557795e-05,3.8739437756567653e-07,0.0
0.0,0.19505964362756484,0.03966431584885668,1.9437902209637366e-05,2.623160163168333e-05,3.079050876678192e-07,0.0
0.0,0.20006117295134854,0.03966432993499233,1.6042323676622407e-05,2.623182715757648e-05,2.5354020152932817e-07,0.0
0.0,0.20506270227513224,0.03966433941140797,1.3757977840603132e-05,2.623197899474458e-05,2.1693894731123598e-07,0.0
0.0,0.21006423159891596,0.03966434568572491,1.2245531121058003e-05,2.6232079601549408e-05,1.926873112749987e-07,0.0
0.0,0.21506576092269966,0.039664349773194454,1.1260241097263905e-05,2.6232145191976015e-05,1.7687665250220248e-07,0.0
0.0,0.22006729024648336,0.03966435239258299,1.0628839753356516e-05,2.6232187255873943e-05,1.6673719163838544e-07,0.0
0.0,0.22506881957026711,0.03966435404336584,1.023092357370507e-05,2.623221378495197e-05,1.6034244483725603e-07,0.0
0.0,0.2300703488940508,0.039664355066204283,9.984373632451358e-06,2.6232230234772598e-05,1.5637730757786358e-07,0.0
0.0,0.23507187821783454,0.03966435568911936,9.834224479152808e-06,2.623224026023041e-05,1.5396075002023562e-07,0.0
0.0,0.24007340754161824,0.03966435606187812,9.744374566095122e-06,2.6232246263993836e-05,1.5251360397713795e-07,0.0
0.0,0.24507493686540194,0.039664356280992914,9.691559761049684e-06,2.6232249795710584e-05,1.5166232786866222e-07,0.0
0.0,0.25007646618918566,0.039664356407473254,9.661073971088269e-06,2.6232251835811955e-05,1.5117059189073137e-07,0.0
0.0,0.2550779955129694,0.039664356479143036,9.643799799664918e-06,2.6232252992657764e-05,1.50891754316271e-07,0.0
0.0,0.2600795248367531,0.03966435651899679,9.634194682682083e-06,2.6232253636390047e-05,1.507365956286593e-07,0.0
0.0,0.2650810541605368,0.039664356540735385,9.628955609355301e-06,2.623225398777329e-05,1.5065190269825514e-07,0.0
0.0,0.2700825834843205,0.039664356552365665,9.626153493540695e-06,2.623225417585246e-05,1.506065714240154e-07,0.0
0.0,0.27508411280810424,0.03966435655846477,9.624684489026567e-06,2.623225427452748e-05,1.5058278911067157e-07,0.0
0.0,0.28008564213188797,0.03966435656159728,9.623929947616445e-06,2.6232254325248407e-05,1.5057056455280696e-07,0.0
0.0,0.28508717145567164,0.03966435656317023,9.62355039265717e-06,2.6232254350779288e-05,1.5056441074547383e-07,0.0
0.0,0.29008870077945537,0.03966435656394621,9.623363497792563e-06,2.6232254363361902e-05,1.5056137835028586e-07,0.0
0.0,0.2950902301032391,0.03966435656431985,9.623273456704643e-06,2.6232254369426993e-05,1.505599163466038e-07,0.0
0.0,0.30009175942702276,0.039664356564510214,9.62323103543013e-06,2.6232254372297713e-05,1.505592270424762e-07,0.0
0.0,0.30509328875080655,0.039664356564590934,9.623211501311894e-06,2.6232254373614548e-05,1.505589093985292e-07,0.0
0.0,0.3100948180745902,0.03966435656464331,9.623202714605723e-06,2.623225437421888e-05,1.505587664127955e-07,0.0
0.0,0.31509634739837394,0.0396643565646675,9.623198856076524e-06,2.6232254374484434e-05,1.5055870357679442e-07,0.0
0.0,0.32009787672215767,0.039664356564691645,9.623197202950083e-06,2.6232254374607355e-05,1.5055867663581068e-07,0.0
